"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Canada","CAN","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.4","","","","","23.3","","","","","19.3","","","","","15.8","","","13.6","13.6","13","",
"Central Europe and the Baltics","CEB","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.9024862557586","","","","","35.2846777455954","","","","","32.8256613762219","","","","","30.6093480632046","","","29.0810727407739","29.074526933626","28.6287379941617","",
"Switzerland","CHE","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.3","","","","","27.7","","","","","26.9","","","","","26.2","","","25.7","25.7","25.5","",
"Channel Islands","CHI","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.9","","","","","41.7","","","","","37.1","","","","","32.9","","","29.9","29.9","29.2","",
"China","CHN","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.7","","","","","26.6","","","","","26.2","","","","","25.9","","","25.7","25.7","25.6","",
"Cote d'Ivoire","CIV","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7","","","","","15.8","","","","","13.2","","","","","11.1","","","9.7","9.7","9.4","",
"Cameroon","CMR","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8","","","","","11.2","","","","","9.7","","","","","8.4","","","7.5","7.5","7.3","",
"Congo, Dem. Rep.","COD","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8","","","","","16.9","","","","","15.4","","","","","14","","","13","13","12.8","",
"Congo, Rep.","COG","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9","","","","","12.2","","","","","12.8","","","","","13.5","","","14.3","14.3","14.5","",
"Colombia","COL","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1","","","","","13.2","","","","","11.4","","","","","9.9","","","8.8","8.8","8.5","",
"Comoros","COM","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.5","","","","","32.8","","","","","27.7","","","","","23.5","","","20.8","20.8","20.3","",
"Cabo Verde","CPV","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6","","","","","17.8","","","","","15.2","","","","","13.1","","","11.7","11.7","11.4","",
"Costa Rica","CRI","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","","","15","","","","","12.6","","","","","10.5","","","9.1","9.1","8.8","",
"Caribbean small states","CSS","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.8","","","","","33.2","","","","","27","","","","","22","","","18.7","18.7","17.9","",
"Curacao","CUW","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.9","","","","","39.2","","","","","37.7","","","","","36.4","","","35.5","35.5","35.1","",
"Czech Republic","CZE","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.2","","","","","33.4","","","","","32.3","","","","","31.4","","","30.9","30.9","30.7","",
"Germany","DEU","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.4","","","","","32.1","","","","","28.3","","","","","24.9","","","22.5","22.5","22","",
"Djibouti","DJI","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.3","","","","","30.8","","","","","25.5","","","","","21.1","","","18.1","18.1","17.5","",
"Dominican Republic","DOM","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7","","","","","16.1","","","","","13.9","","","","","12.2","","","10.9","10.9","10.6","",
"Algeria","DZA","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.2","","","","","21.8","","","","","21.5","","","","","21.1","","","21","21","21","",
"East Asia & Pacific (excluding high income)","EAP","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.516818817936","","","","","28.9090113803853","","","","","28.1863976301338","","","","","27.5939643111046","","","27.1935477665244","27.2064461521098","27.1093221248197","",
"Early-demographic dividend","EAR","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.6917753815703","","","","","36.9649214434056","","","","","32.1837258911824","","","","","28.3151189580305","","","25.6743648234132","25.6576463265893","25.1026447691704","",
"East Asia & Pacific","EAS","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.8449057890556","","","","","28.8686347367441","","","","","27.8520712601817","","","","","27.0192373633444","","","26.449675099158","26.4627657659512","26.3335030957989","",
"Europe & Central Asia (excluding high income)","ECA","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.0572504035938","","","","","31.8897845230191","","","","","30.0810523616959","","","","","28.4172005029825","","","27.2355070507942","27.2270720601319","26.9062255315185","",
"Europe & Central Asia","ECS","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.0099099450059","","","","","32.1557410284445","","","","","29.7059442969304","","","","","27.5397745721343","","","26.0293124017624","26.0256587952707","25.6346617905924","",
"Ecuador","ECU","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4","","","","","16.2","","","","","14.5","","","","","12.8","","","11.6","11.6","11.3","",
"Egypt, Arab Rep.","EGY","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3","","","","","24.1","","","","","24.3","","","","","24.3","","","24.4","24.4","24.3","",
"Euro area","EMU","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.6684845549075","","","","","32.1663446609016","","","","","29.9223115027097","","","","","27.9193147111129","","","26.5163144749008","26.5245535267923","26.1651331657917","",
"Eritrea","ERI","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3","","","","","11.5","","","","","10","","","","","8.7","","","7.7","7.7","7.5","",
"Spain","ESP","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8","","","","","34.3","","","","","31.9","","","","","29.7","","","28.1","28.1","27.7","",
"Estonia","EST","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","","","","41.6","","","","","37.2","","","","","33.3","","","30.5","30.5","29.7","",
"Ethiopia","ETH","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","","","","","6.3","","","","","5.9","","","","","5.5","","","5.2","5.2","5.1","",
"European Union","EUU","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6269120003467","","","","","32.9315378789255","","","","","30.5008449273847","","","","","28.3380200240755","","","26.824949627102","26.8279438024148","26.429538073171","",
"Fragile and conflict affected situations","FCS","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5592407821198","","","","","21.4399787849438","","","","","18.6349252697549","","","","","16.3135155784659","","","14.7749959895394","14.687538257732","14.2844744149025","",
"Finland","FIN","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.7","","","","","31.4","","","","","27.8","","","","","24.5","","","22.2","22.2","21.6","",
"Fiji","FJI","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.3","","","","","29.7","","","","","27.4","","","","","25.1","","","23.4","23.4","23.1","",
"France","FRA","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.2","","","","","34.1","","","","","33.8","","","","","33.7","","","33.6","33.6","33.4","",
"Faroe Islands","FRO","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.9","","","","","30.1","","","","","24.1","","","","","19.3","","","16.1","16.1","15.4","",
"Georgia","GEO","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8","","","","","32.6","","","","","32.2","","","","","32","","","31.7","31.7","31.7","",
"Ghana","GHA","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","5.9","","","","","4.9","","","","","4.2","","","3.6","3.6","3.5","",
"Gibraltar","GIB","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5","","","","","18.8","","","","","15.8","","","","","13.3","","","11.6","11.6","11.1","",
"Guinea-Bissau","GNB","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","","","15","","","","","12.7","","","","","10.7","","","9.3","9.3","9","",
"Equatorial Guinea","GNQ","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.9","","","","","48.5","","","","","42.9","","","","","37.9","","","34.5","34.5","33.5","",
"Grenada","GRD","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3","","","","","13.4","","","","","12.5","","","","","11.6","","","11","11","10.9","",
"Guam","GUM","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.2","","","","","24.1","","","","","19.1","","","","","15.1","","","12.6","12.6","12.1","",
"High income","HIC","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9904807959269","","","","","30.5040930213362","","","","","27.4800430752934","","","","","24.7448915473465","","","22.8767432704897","22.8635421567221","22.434364131472","",
"Hong Kong SAR, China","HKG","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.0290086102688","","","","","16.9089503752636","","","","","14.3072981973788","","","","","12.269045890342","","","10.9147839686054","10.916439823406","10.606218941035","",
"Croatia","HRV","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4","","","","","34.9","","","","","35.4","","","","","36.1","","","36.7","36.7","36.9","",
"Haiti","HTI","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3","","","","","10.9","","","","","9.7","","","","","8.6","","","7.9","7.9","7.7","",
"Hungary","HUN","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.4","","","","","35.9","","","","","34.6","","","","","33.2","","","32.2","32.2","31.8","",
"IBRD only","IBD","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.9288067284958","","","","","31.7928042758232","","","","","29.0817541675737","","","","","26.8147781479169","","","25.1977170109177","25.1936951976593","24.8162750878902","",
"IDA & IBRD total","IBT","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3132296154386","","","","","30.9233967184914","","","","","27.9493622562959","","","","","25.4227811279411","","","23.6373110246239","23.600691806978","23.1782464560514","",
"IDA total","IDA","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.2920651502419","","","","","26.8394684990658","","","","","22.9424711953356","","","","","19.6868446866316","","","17.4971333189353","17.4349481730027","16.9450840929282","",
"IDA blend","IDB","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.092757577485","","","","","20.6876275460262","","","","","17.926997286252","","","","","15.4844005824079","","","13.686687791258","13.6649547201638","13.2517382440622","",
"Indonesia","IDN","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.4","","","","","35.8","","","","","36.3","","","","","36.7","","","37.2","37.2","37.6","",
